onetsoc_code,title,task_id,task,dwa_id,dwa_title
17-3026.00,"Industrial Engineering Technologists and Technicians",22027,"Coordinate equipment purchases, installations, or transfers.",4.A.4.c.3.I05.D03,"Purchase materials, equipment, or other resources."
17-3026.00,"Industrial Engineering Technologists and Technicians",22028,"Create or interpret engineering drawings, schematic diagrams, formulas, or blueprints for management or engineering staff.",4.A.2.b.2.I18.D01,"Prepare drawings or diagrams of products or services."
17-3026.00,"Industrial Engineering Technologists and Technicians",22028,"Create or interpret engineering drawings, schematic diagrams, formulas, or blueprints for management or engineering staff.",4.A.4.a.1.I01.D04,"Explain engineering drawings, specifications, or other technical information."
17-3026.00,"Industrial Engineering Technologists and Technicians",22029,"Design plant layouts or production facilities.",4.A.2.b.2.I11.D04,"Design structures or facilities."
17-3026.00,"Industrial Engineering Technologists and Technicians",22030,"Develop manufacturing infrastructure to integrate or deploy new manufacturing processes.",4.A.2.b.2.I14.D01,"Design industrial processing systems."
17-3026.00,"Industrial Engineering Technologists and Technicians",22031,"Develop or implement programs to address problems related to production, materials, safety, or quality.",4.A.2.b.1.I09.D06,"Implement design or process improvements."
17-3026.00,"Industrial Engineering Technologists and Technicians",22031,"Develop or implement programs to address problems related to production, materials, safety, or quality.",4.A.2.b.4.I03.D14,"Develop technical methods or processes."
17-3026.00,"Industrial Engineering Technologists and Technicians",22032,"Develop production, inventory, or quality assurance programs.",4.A.2.b.4.I03.D14,"Develop technical methods or processes."
17-3026.00,"Industrial Engineering Technologists and Technicians",22033,"Develop sustainable manufacturing technologies to reduce greenhouse gas emissions, minimize raw material use, replace toxic materials with non-toxic materials, replace non-renewable materials with renewable materials, or reduce waste.",4.A.2.b.2.I14.D01,"Design industrial processing systems."
17-3026.00,"Industrial Engineering Technologists and Technicians",22034,"Identify opportunities for improvements in quality, cost, or efficiency of automation equipment.",4.A.2.b.2.I14.D03,"Design industrial equipment."
17-3026.00,"Industrial Engineering Technologists and Technicians",22035,"Monitor and adjust production processes or equipment for quality and productivity.",4.A.1.a.2.I02.D15,"Monitor the productivity or efficiency of industrial operations."
17-3026.00,"Industrial Engineering Technologists and Technicians",22035,"Monitor and adjust production processes or equipment for quality and productivity.",4.A.3.a.2.I09.D04,"Calibrate scientific or technical equipment."
17-3026.00,"Industrial Engineering Technologists and Technicians",22036,"Oversee equipment start-up, characterization, qualification, or release.",4.A.4.b.4.I08.D01,"Direct quality control activities."
17-3026.00,"Industrial Engineering Technologists and Technicians",22037,"Oversee or inspect production processes.",4.A.4.b.4.I12.D24,"Direct industrial production activities."
17-3026.00,"Industrial Engineering Technologists and Technicians",22038,"Prepare layouts, drawings, or sketches of machinery or equipment, such as shop tooling, scale layouts, or new equipment design, using drafting equipment or computer-aided design (CAD) software.",4.A.2.b.2.I18.D21,"Create graphical representations of industrial production systems."
17-3026.00,"Industrial Engineering Technologists and Technicians",22039,"Prepare production documents, such as standard operating procedures, manufacturing batch records, inventory reports, or productivity reports.",4.A.3.b.6.I15.D04,"Prepare operational reports."
17-3026.00,"Industrial Engineering Technologists and Technicians",22040,"Provide advice or training to other technicians.",4.A.4.b.3.I04.D02,"Train personnel on proper operational procedures."
17-3026.00,"Industrial Engineering Technologists and Technicians",22041,"Recommend corrective or preventive actions to assure or improve product quality or reliability.",4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance."
17-3026.00,"Industrial Engineering Technologists and Technicians",22042,"Select cleaning materials, tools, or equipment.",4.A.2.b.1.I10.D02,"Select project materials."
17-3026.00,"Industrial Engineering Technologists and Technicians",22043,"Select material quantities or processing methods needed to achieve efficient production.",4.A.2.b.1.I04.D03,"Determine operational methods."
17-3026.00,"Industrial Engineering Technologists and Technicians",22043,"Select material quantities or processing methods needed to achieve efficient production.",4.A.2.b.1.I10.D02,"Select project materials."
17-3026.00,"Industrial Engineering Technologists and Technicians",22044,"Set up and operate production equipment in accordance with current good manufacturing practices and standard operating procedures.",4.A.3.a.3.I06.D13,"Operate industrial equipment."
17-3026.00,"Industrial Engineering Technologists and Technicians",3660,"Study time, motion, methods, or speed involved in maintenance, production, or other operations to establish standard production rate or improve efficiency.",4.A.1.a.1.I20.D07,"Research human performance or health factors related to engineering or design activities."
17-3026.00,"Industrial Engineering Technologists and Technicians",3663,"Aid in planning work assignments in accordance with worker performance, machine capacity, production schedules, or anticipated delays.",4.A.2.b.6.I02.D07,"Prepare detailed work plans."
17-3026.00,"Industrial Engineering Technologists and Technicians",3668,"Read worker logs, product processing sheets, or specification sheets to verify that records adhere to quality assurance specifications.",4.A.1.a.2.I11.D06,"Monitor processes for compliance with standards."
17-3026.00,"Industrial Engineering Technologists and Technicians",3672,"Compile and evaluate statistical data to determine and maintain quality and reliability of products.",4.A.2.a.1.I07.D05,"Assess product or process usefulness."
