onetsoc_code,title,task_id,task,dwa_id,dwa_title
17-2031.00,"Bioengineers and Biomedical Engineers",21847,"Design or develop medical diagnostic or clinical instrumentation, equipment, or procedures, using the principles of engineering and biobehavioral sciences.",4.A.2.b.2.I13.D04,"Design medical devices or appliances."
17-2031.00,"Bioengineers and Biomedical Engineers",21848,"Design or direct bench or pilot production experiments to determine the scale of production methods that optimize product yield and minimize production costs.",4.A.2.b.2.I23.D01,"Devise research or testing protocols."
17-2031.00,"Bioengineers and Biomedical Engineers",21849,"Develop bioremediation processes to reduce pollution, protect the environment, or treat waste products.",4.A.2.b.2.I20.D05,"Develop operational methods or processes that use green materials or emphasize sustainability."
17-2031.00,"Bioengineers and Biomedical Engineers",21850,"Develop methodologies for transferring procedures or biological processes from laboratories to commercial-scale manufacturing production.",4.A.2.b.4.I03.D14,"Develop technical methods or processes."
17-2031.00,"Bioengineers and Biomedical Engineers",21851,"Develop statistical models or simulations, using statistical or modeling software.",4.A.2.b.2.I21.D01,"Create models of engineering designs or methods."
17-2031.00,"Bioengineers and Biomedical Engineers",21852,"Lead studies to examine or recommend changes in process sequences or operation protocols.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2031.00,"Bioengineers and Biomedical Engineers",21853,"Maintain databases of experiment characteristics or results.",4.A.3.b.6.I08.D21,"Maintain operational records or records systems."
17-2031.00,"Bioengineers and Biomedical Engineers",21854,"Manage teams of engineers by creating schedules, tracking inventory, creating or using budgets, or overseeing contract obligations or deadlines.",4.A.4.b.4.I01.D02,"Supervise engineering or other technical personnel."
17-2031.00,"Bioengineers and Biomedical Engineers",21855,"Prepare project plans for equipment or facility improvements, including time lines, budgetary estimates, or capital spending requests.",4.A.1.b.3.I02.D04,"Estimate operational costs."
17-2031.00,"Bioengineers and Biomedical Engineers",21855,"Prepare project plans for equipment or facility improvements, including time lines, budgetary estimates, or capital spending requests.",4.A.2.b.1.I08.D10,"Estimate time requirements for development or production projects."
17-2031.00,"Bioengineers and Biomedical Engineers",21855,"Prepare project plans for equipment or facility improvements, including time lines, budgetary estimates, or capital spending requests.",4.A.2.b.6.I02.D07,"Prepare detailed work plans."
17-2031.00,"Bioengineers and Biomedical Engineers",21856,"Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications.",4.A.3.b.6.I03.D09,"Prepare technical reports for internal use."
17-2031.00,"Bioengineers and Biomedical Engineers",21856,"Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications.",4.A.3.b.6.I13.D06,"Prepare contracts, disclosures, or applications."
17-2031.00,"Bioengineers and Biomedical Engineers",21857,"Read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances.",4.A.2.b.3.I01.D20,"Update technical knowledge."
17-2031.00,"Bioengineers and Biomedical Engineers",21858,"Recommend process formulas, instrumentation, or equipment specifications, based on results of bench or pilot experimentation.",4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance."
17-2031.00,"Bioengineers and Biomedical Engineers",21859,"Review existing manufacturing processes to identify opportunities for yield improvement or reduced process variation.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2031.00,"Bioengineers and Biomedical Engineers",8968,"Evaluate the safety, efficiency, and effectiveness of biomedical equipment.",4.A.2.a.1.I07.D07,"Evaluate characteristics of equipment or systems."
17-2031.00,"Bioengineers and Biomedical Engineers",8970,"Advise hospital administrators on the planning, acquisition, and use of medical equipment.",4.A.4.b.6.I02.D03,"Advise customers on the use of products or services."
17-2031.00,"Bioengineers and Biomedical Engineers",8972,"Research new materials to be used for products, such as implanted artificial organs.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2031.00,"Bioengineers and Biomedical Engineers",8973,"Develop models or computer simulations of human biobehavioral systems to obtain data for measuring or controlling life processes.",4.A.2.b.2.I21.D01,"Create models of engineering designs or methods."
17-2031.00,"Bioengineers and Biomedical Engineers",8975,"Conduct research, along with life scientists, chemists, and medical scientists, on the engineering aspects of the biological systems of humans and animals.",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes."
17-2031.00,"Bioengineers and Biomedical Engineers",8979,"Adapt or design computer hardware or software for medical science uses.",4.A.2.b.2.I02.D01,"Develop software or computer applications."
17-2031.00,"Bioengineers and Biomedical Engineers",8980,"Analyze new medical procedures to forecast likely outcomes.",4.A.2.a.4.I07.D03,"Analyze operational data to evaluate operations, processes or products."
