onetsoc_code,title,task_id,task,dwa_id,dwa_title
11-3121.00,"Human Resources Managers",986,"Perform difficult staffing duties, including dealing with understaffing, refereeing disputes, firing employees, and administering disciplinary procedures.",4.A.4.b.4.I07.D04,"Manage human resources activities."
11-3121.00,"Human Resources Managers",986,"Perform difficult staffing duties, including dealing with understaffing, refereeing disputes, firing employees, and administering disciplinary procedures.",4.A.4.c.2.I01.D03,"Hire personnel."
11-3121.00,"Human Resources Managers",987,"Advise managers on organizational policy matters, such as equal employment opportunity and sexual harassment, and recommend needed changes.",4.A.4.b.6.I05.D07,"Recommend organizational process or policy changes."
11-3121.00,"Human Resources Managers",987,"Advise managers on organizational policy matters, such as equal employment opportunity and sexual harassment, and recommend needed changes.",4.A.4.b.6.I08.D04,"Advise others on legal or regulatory compliance matters."
11-3121.00,"Human Resources Managers",988,"Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.",4.A.2.a.4.I07.D12,"Analyze data to inform operational decisions or activities."
11-3121.00,"Human Resources Managers",988,"Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.",4.A.4.c.2.I02.D02,"Administer compensation or benefits programs."
11-3121.00,"Human Resources Managers",989,"Plan and conduct new employee orientation to foster positive attitude toward organizational objectives.",4.A.4.b.3.I04.D16,"Conduct employee training programs."
11-3121.00,"Human Resources Managers",990,"Serve as a link between management and employees by handling questions, interpreting and administering contracts and helping resolve work-related problems.",4.A.4.a.2.I03.D09,"Liaise between departments or other groups to improve function or communication."
11-3121.00,"Human Resources Managers",991,"Plan, direct, supervise, and coordinate work activities of subordinates and staff relating to employment, compensation, labor relations, and employee relations.",4.A.4.b.4.I01.D13,"Supervise employees."
11-3121.00,"Human Resources Managers",991,"Plan, direct, supervise, and coordinate work activities of subordinates and staff relating to employment, compensation, labor relations, and employee relations.",4.A.4.b.4.I07.D04,"Manage human resources activities."
11-3121.00,"Human Resources Managers",992,"Analyze training needs to design employee development, language training, and health and safety programs.",4.A.4.b.4.I07.D04,"Manage human resources activities."
11-3121.00,"Human Resources Managers",993,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",4.A.2.a.2.I03.D01,"Compile operational data."
11-3121.00,"Human Resources Managers",993,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",4.A.3.b.6.I08.D10,"Maintain personnel records."
11-3121.00,"Human Resources Managers",994,"Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.",4.A.2.a.4.I07.D11,"Analyze data to inform personnel decisions."
11-3121.00,"Human Resources Managers",995,"Plan, organize, direct, control, or coordinate the personnel, training, or labor relations activities of an organization.",4.A.4.b.4.I07.D04,"Manage human resources activities."
11-3121.00,"Human Resources Managers",996,"Conduct exit interviews to identify reasons for employee termination.",4.A.1.a.1.I23.D01,"Interview employees, customers, or others to collect information."
11-3121.00,"Human Resources Managers",997,"Investigate and report on industrial accidents for insurance carriers.",4.A.1.a.1.I21.D04,"Investigate industrial or transportation accidents."
11-3121.00,"Human Resources Managers",997,"Investigate and report on industrial accidents for insurance carriers.",4.A.3.b.6.I14.D02,"Prepare reports related to compliance matters."
11-3121.00,"Human Resources Managers",998,"Represent organization at personnel-related hearings and investigations.",4.A.4.a.2.I11.D09,"Represent the organization in external relations."
11-3121.00,"Human Resources Managers",999,"Negotiate bargaining agreements and help interpret labor contracts.",4.A.4.a.7.I02.D03,"Negotiate labor disputes."
