onetsoc_code,title,task_id,task,dwa_id,dwa_title
17-2141.00,"Mechanical Engineers",1427,"Establish or coordinate the maintenance or safety procedures, service schedule, or supply of materials required to maintain machines or equipment in the prescribed condition.",4.A.2.b.1.I04.D03,"Determine operational methods."
17-2141.00,"Mechanical Engineers",1427,"Establish or coordinate the maintenance or safety procedures, service schedule, or supply of materials required to maintain machines or equipment in the prescribed condition.",4.A.4.b.4.I12.D04,"Direct equipment maintenance or repair activities."
17-2141.00,"Mechanical Engineers",1427,"Establish or coordinate the maintenance or safety procedures, service schedule, or supply of materials required to maintain machines or equipment in the prescribed condition.",4.A.4.b.4.I14.D02,"Coordinate safety or regulatory compliance activities."
17-2141.00,"Mechanical Engineers",1429,"Write performance requirements for product development or engineering projects.",4.A.3.b.6.I09.D02,"Document technical design details."
17-2141.00,"Mechanical Engineers",1430,"Apply engineering principles or practices to emerging fields, such as robotics, waste management, or biomedical engineering.",4.A.1.b.1.I02.D05,"Identify new applications for existing technologies."
17-2141.00,"Mechanical Engineers",1431,"Design test control apparatus or equipment or develop procedures for testing products.",4.A.2.b.2.I24.D03,"Design electronic or computer equipment or instrumentation."
17-2141.00,"Mechanical Engineers",19627,"Calculate energy losses for buildings, using equipment such as computers, combustion analyzers, or pressure gauges.",4.A.1.b.3.I02.D04,"Estimate operational costs."
17-2141.00,"Mechanical Engineers",19628,"Design integrated mechanical or alternative systems, such as mechanical cooling systems with natural ventilation systems, to improve energy efficiency.",4.A.2.b.2.I14.D01,"Design industrial processing systems."
17-2141.00,"Mechanical Engineers",19629,"Direct the installation, operation, maintenance, or repair of renewable energy equipment, such as heating, ventilating, and air conditioning (HVAC) or water systems.",4.A.4.b.4.I10.D04,"Direct installation activities."
17-2141.00,"Mechanical Engineers",19630,"Evaluate mechanical designs or prototypes for energy performance or environmental impact.",4.A.2.a.3.I02.D04,"Evaluate plans or specifications to determine technological or environmental implications."
17-2141.00,"Mechanical Engineers",19631,"Recommend the use of utility or energy services that minimize carbon footprints.",4.A.4.b.6.I03.D02,"Advise others regarding green practices or environmental concerns."
17-2141.00,"Mechanical Engineers",19632,"Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipment that reduces energy use or pollution.",4.A.2.b.1.I10.D01,"Select tools, equipment, or technologies for use in operations or projects."
17-2141.00,"Mechanical Engineers",19632,"Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipment that reduces energy use or pollution.",4.A.3.a.2.I20.D04,"Install production equipment or systems."
17-2141.00,"Mechanical Engineers",20733,"Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",4.A.2.a.1.I07.D07,"Evaluate characteristics of equipment or systems."
17-2141.00,"Mechanical Engineers",20733,"Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",4.A.2.b.2.I14.D01,"Design industrial processing systems."
17-2141.00,"Mechanical Engineers",20733,"Research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",4.A.2.b.2.I14.D03,"Design industrial equipment."
17-2141.00,"Mechanical Engineers",20734,"Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.",4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures."
17-2141.00,"Mechanical Engineers",20734,"Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.",4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance."
17-2141.00,"Mechanical Engineers",20735,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment."
17-2141.00,"Mechanical Engineers",20735,"Develop or test models of alternate designs or processing methods to assess feasibility, sustainability, operating condition effects, potential new applications, or necessity of modification.",4.A.2.b.2.I21.D01,"Create models of engineering designs or methods."
17-2141.00,"Mechanical Engineers",20736,"Specify system components or direct modification of products to ensure conformance with engineering design, performance specifications, or environmental regulations.",4.A.2.b.1.I09.D06,"Implement design or process improvements."
17-2141.00,"Mechanical Engineers",20738,"Estimate costs or submit bids for engineering, construction, or extraction projects.",4.A.1.b.3.I02.D04,"Estimate operational costs."
17-2141.00,"Mechanical Engineers",20738,"Estimate costs or submit bids for engineering, construction, or extraction projects.",4.A.3.b.6.I07.D03,"Prepare proposal documents."
17-2141.00,"Mechanical Engineers",20739,"Perform personnel functions, such as supervision of production workers, technicians, technologists, or other engineers.",4.A.4.b.4.I01.D05,"Supervise production or support personnel."
17-2141.00,"Mechanical Engineers",20740,"Solicit new business.",4.A.4.a.6.I03.D01,"Perform marketing activities."
17-2141.00,"Mechanical Engineers",20741,"Provide technical customer service.",4.A.4.b.6.I02.D03,"Advise customers on the use of products or services."
17-2141.00,"Mechanical Engineers",20742,"Study industrial processes to maximize the efficiency of equipment applications, including equipment placement.",4.A.1.a.1.I09.D02,"Research industrial processes or operations."
