container,source,path_rel,basename,ext,size_bytes,size_kb,modified,artifact_type,pipeline_expected,pipeline_tag_in_name,suffix_applicable,suffix_expected,suffix_present,pipeline_tag_mismatch,abs_path
results_dwa2,dir,neighbors_embedding_data_deberta_sentence_transformer_I_short_skills_bias_n221_k60_r10.csv,neighbors_embedding_data_deberta_sentence_transformer_I_short_skills_bias_n221_k60_r10.csv,.csv,250832,245.0,2025-09-17T14:31:44,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_embedding_data_deberta_sentence_transformer_I_short_skills_bias_n221_k60_r10.csv
results_dwa2,dir,neighbors_embedding_data_deberta_sentence_transformer_J_char_heavy_n221_k60_r10.csv,neighbors_embedding_data_deberta_sentence_transformer_J_char_heavy_n221_k60_r10.csv,.csv,265858,259.6,2025-09-17T14:31:44,neighbors,_dwa,unknown,True,_dwa,False,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_embedding_data_deberta_sentence_transformer_J_char_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,.csv,269090,262.8,2025-09-17T14:32:08,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,.csv,279591,273.0,2025-09-17T14:32:08,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,282604,276.0,2025-09-17T14:32:10,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,.csv,291258,284.4,2025-09-17T14:32:10,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,.csv,280831,274.2,2025-09-17T14:32:12,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,.csv,277921,271.4,2025-09-17T14:32:12,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,279558,273.0,2025-09-17T14:32:14,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,.csv,277963,271.4,2025-09-17T14:32:14,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,.csv,281186,274.6,2025-09-17T14:32:14,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,.csv,290808,284.0,2025-09-17T14:32:16,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_base_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,.csv,268166,261.9,2025-09-17T14:32:18,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,.csv,279236,272.7,2025-09-17T14:32:18,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,282357,275.7,2025-09-17T14:32:20,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,.csv,290916,284.1,2025-09-17T14:32:22,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,.csv,280348,273.8,2025-09-17T14:32:24,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,.csv,277773,271.3,2025-09-17T14:32:24,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,279516,273.0,2025-09-17T14:32:26,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,.csv,277324,270.8,2025-09-17T14:32:26,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv,.csv,280776,274.2,2025-09-17T14:32:26,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_I_short_skills_bias_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv,.csv,290694,283.9,2025-09-17T14:32:28,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_hard_sentence_transformers_all_MiniLM_L6_v2_J_char_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv,.csv,267922,261.6,2025-09-17T14:32:30,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_A_semantic_only_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv,.csv,279457,272.9,2025-09-17T14:32:30,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_B_hybrid_light_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv,.csv,282293,275.7,2025-09-17T14:32:32,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_C_lex_sem_strong_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv,.csv,291089,284.3,2025-09-17T14:32:34,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_D_zfilter_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv,.csv,280538,274.0,2025-09-17T14:32:34,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_E_diversity_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv,.csv,277385,270.9,2025-09-17T14:32:34,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_F_recall_first_n221_k80_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv,.csv,279510,273.0,2025-09-17T14:32:36,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_G_mnn_heavy_n221_k60_r10.csv
results_dwa2,dir,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv,.csv,277990,271.5,2025-09-17T14:32:36,neighbors,_dwa,_coursera,True,_dwa,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_dwa2/neighbors_home_jovyan_Joel_Pardo_AI4LABOUR_Mejoras_results_models_simcse_coursera_sup_sentence_transformers_all_MiniLM_L6_v2_H_zfilter_n221_k60_r10.csv
