onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I12.D01,"Direct operational or production activities.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I12.D39,"Direct organizational operations, projects, or services.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.2.a.1.I04.D04,"Evaluate employee performance.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.2.a.1.I05.D03,"Evaluate quality of materials or products.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.c.2.I01.D03,"Hire personnel.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.2.b.1.I09.D06,"Implement design or process improvements.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.2.b.1.I09.D01,"Implement organizational process or policy changes.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.2.b.3.I01.D08,"Maintain knowledge of current developments in area of expertise.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.3.b.6.I08.D10,"Maintain personnel records.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.3.b.6.I14.D04,"Maintain regulatory or compliance documentation.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I08.D03,"Manage control system activities in organizations.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.1.a.2.I08.D03,"Monitor external affairs or events affecting business operations.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.1.a.2.I02.D05,"Monitor organizational procedures to ensure proper functioning.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.a.7.I02.D01,"Negotiate sales or lease agreements for products or services.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I09.D04,"Prepare operational budgets.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.3.b.6.I15.D06,"Prepare operational progress or status reports.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.3.b.6.I15.D04,"Prepare operational reports.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.6.I05.D07,"Recommend organizational process or policy changes.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.a.5.I05.D02,"Respond to emergencies to provide assistance.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
11-3051.00,"Industrial Production Managers",4.A.4.b.4.I01.D13,"Supervise employees.",3.02,4.69,4.14,1.97,2.88,1.44,3.00,2.02,4.87,3.47,1.22,2.20,3.35,2.04,2.57,1.06,1.45,2.21,4.79,4.39,3.18,4.27,4.47,3.16,2.38,1.86,3.49,3.85,3.10,3.04,2.32,1.97,3.22,3.24,2.79,4.48,4.54,3.76,1.71,1.38,1.54,1.55,2.73,3.47,2.71,3.05,4.54,4.55,2.70,4.59,1.61,4.52
