onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-2141.02,"Automotive Engineers",4.A.2.b.2.I23.D01,"Devise research or testing protocols.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.4.b.4.I06.D10,"Direct design or development activities.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.1.b.3.I02.D04,"Estimate operational costs.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.2.a.1.I07.D07,"Evaluate characteristics of equipment or systems.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.2.a.4.I05.D01,"Evaluate technical data to determine effect on designs or plans.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.2.b.1.I09.D06,"Implement design or process improvements.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.3.b.6.I08.D21,"Maintain operational records or records systems.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.3.b.6.I15.D04,"Prepare operational reports.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.3.b.6.I03.D09,"Prepare technical reports for internal use.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.4.b.6.I04.D01,"Provide technical guidance to other personnel.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.1.a.1.I20.D05,"Research advanced engineering designs or applications.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.1.a.1.I20.D03,"Research design or application of green technologies.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
17-2141.02,"Automotive Engineers",4.A.2.b.3.I01.D20,"Update technical knowledge.",2.90,3.86,3.80,1.85,3.14,1.45,2.40,2.24,5.00,2.15,1.05,1.80,2.38,1.24,1.62,1.00,1.43,1.75,4.70,4.00,2.70,3.33,4.43,2.67,3.00,1.48,4.40,2.65,3.25,3.52,2.29,2.33,1.67,3.14,2.90,3.35,3.50,2.62,1.76,1.24,1.29,1.62,3.95,2.45,2.33,2.21,4.19,4.65,2.10,3.24,1.95,4.65
