onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-2199.05,"Mechatronics Engineers",4.A.3.b.6.I09.D07,"Document design or operational test results.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.1.b.3.I02.D04,"Estimate operational costs.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.1.I08.D01,"Estimate technical or resource requirements for development or production projects.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.1.I09.D06,"Implement design or process improvements.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.3.b.6.I08.D21,"Maintain operational records or records systems.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.1.a.2.I02.D15,"Monitor the productivity or efficiency of industrial operations.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.4.b.6.I04.D01,"Provide technical guidance to other personnel.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.1.a.1.I20.D02,"Research engineering applications of emerging technologies.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.1.I10.D02,"Select project materials.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.2.b.1.I10.D01,"Select tools, equipment, or technologies for use in operations or projects.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.4.b.4.I01.D02,"Supervise engineering or other technical personnel.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
17-2199.05,"Mechatronics Engineers",4.A.4.b.3.I04.D02,"Train personnel on proper operational procedures.",3.27,3.76,3.79,1.39,3.02,1.09,2.18,1.83,4.90,1.89,1.00,1.82,2.35,1.23,1.41,1.00,1.01,2.29,4.72,4.19,2.64,3.83,4.53,3.22,1.85,1.00,4.73,1.89,3.07,3.46,1.36,1.17,1.86,2.81,2.51,2.96,3.33,3.03,1.69,1.11,1.33,1.41,4.19,2.06,2.62,1.86,4.33,4.17,1.26,3.66,1.25,4.37
