onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.1.b.3.I02.D04,"Estimate operational costs.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.2.b.1.I08.D10,"Estimate time requirements for development or production projects.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.2.a.1.I07.D07,"Evaluate characteristics of equipment or systems.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.3.b.6.I08.D21,"Maintain operational records or records systems.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.3.b.6.I13.D06,"Prepare contracts, disclosures, or applications.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.2.b.6.I02.D07,"Prepare detailed work plans.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.3.b.6.I09.D01,"Prepare procedural documents.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.3.b.6.I03.D09,"Prepare technical reports for internal use.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.1.a.1.I20.D01,"Research engineering aspects of biological or chemical processes.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.4.b.4.I01.D02,"Supervise engineering or other technical personnel.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.4.b.3.I04.D02,"Train personnel on proper operational procedures.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
17-2031.00,"Bioengineers and Biomedical Engineers",4.A.2.b.3.I01.D20,"Update technical knowledge.",3.07,4.03,3.36,1.48,2.70,1.21,2.21,1.97,5.00,2.04,2.27,2.43,1.72,1.03,1.20,1.77,1.03,1.37,4.62,4.10,2.50,3.57,4.03,2.60,1.60,1.14,4.93,1.63,3.68,3.43,1.28,1.33,1.37,2.97,2.50,3.28,3.10,2.23,1.20,1.10,1.10,1.23,4.10,2.13,2.37,1.73,4.07,4.39,1.28,2.67,1.90,4.55
