onetsoc_code,title,dwa_id,dwa_title,consequence_of_error,contact_with_others,coordinate_or_lead_others,cramped_work_space,deal_with_external_customers,deal_with_physically_aggressive_people,deal_with_unpleasant_or_angry_people,degree_of_automation,electronic_mail,exposed_to_contaminants,exposed_to_disease_or_infections,exposed_to_hazardous_conditions,exposed_to_hazardous_equipment,exposed_to_high_places,exposed_to_minor_burns_cuts_bites_stings,exposed_to_radiation,exposed_to_whole_body_vibration,bright_or_inadequate_lighting,face_to_face_discussions,freedom_to_make_decisions,frequency_of_conflict_situations,impact_of_decisions,importance_of_being_exact_or_accurate,importance_of_repeating_same_tasks,in_enclosed_vehicle_or_equipment,in_open_vehicle_or_equipment,indoors_environmentally_controlled,indoors_not_environmentally_controlled,letters_and_memos,level_of_competition,outdoors_exposed_to_weather,outdoors_under_cover,pace_determined_by_equipment,physical_proximity,public_speaking,responsibility_for_outcomes,responsible_for_others_health_and_safety,noise_levels_distracting,spend_time_bending_or_twisting,spend_time_climbing_ladders,spend_time_keeping_balance,spend_time_kneeling_crouching,spend_time_sitting,spend_time_standing,spend_time_using_hands,spend_time_walking_running,structured_vs_unstructured_work,telephone,very_hot_or_cold_temperatures,wear_common_protective_equipment,wear_specialized_protective_equipment,work_with_team
17-2199.08,"Robotics Engineers",4.A.3.a.2.I20.D04,"Install production equipment or systems.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.2.a.4.I12.D03,"Interpret design or operational test results.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.3.b.6.I08.D21,"Maintain operational records or records systems.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.3.a.3.I06.D13,"Operate industrial equipment.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.3.b.6.I15.D04,"Prepare operational reports.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.3.b.1.I01.D04,"Program robotic equipment.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.1.a.1.I20.D05,"Research advanced engineering designs or applications.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.4.b.4.I01.D02,"Supervise engineering or other technical personnel.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
17-2199.08,"Robotics Engineers",4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",3.53,3.97,3.50,2.00,3.00,1.14,2.30,2.70,4.90,2.34,1.00,2.63,3.03,1.55,1.57,1.04,1.13,2.00,4.80,4.24,2.90,4.00,4.53,2.60,2.10,1.43,4.41,2.97,3.30,3.43,2.00,1.93,2.53,3.20,2.80,3.43,3.90,3.43,1.73,1.34,1.40,2.00,3.34,2.66,2.79,1.93,4.07,4.47,2.14,3.87,1.70,4.43
